Id,price,discountedPrice,myntraRating,brandName,age,gender,color,season,usage,articleType,isEMIEnabled,isReturnable,isExchangeable
53057,2862.0,2862.0,0,FNF,Adults-Women,Women,Multi,Fall,Ethnic,Sarees,True,True,True
15642,1695.0,1695.0,1,Nike,Adults-Men,Men,Black,Winter,Sports,Track Pants,True,True,True
4215,549.0,549.0,1,Disney,Kids-Girls,Girls,White,Summer,Casual,Tshirts,True,True,True
11024,1095.0,1095.0,1,Wrangler,Adults-Women,Women,Purple,Fall,Casual,Tshirts,True,True,True
41754,399.0,399.0,0,Doodle,Kids-Boys,Boys,White,Summer,Casual,Tshirts,True,True,True
44226,995.0,995.0,1,Nike,Adults-Men,Men,Navy Blue,Summer,Casual,Tshirts,True,True,True
5101,695.0,695.0,1,Wrangler,Adults-Men,Men,White,Summer,Casual,Tshirts,True,True,True
15484,1699.0,1699.0,1,Puma,Adults-Women,Women,Black,Fall,Casual,Capris,False,True,True
52343,717.0,717.0,0,Red Rose,Adults-Women,Women,Pink,Winter,Casual,Nightdress,False,True,True
22034,699.0,699.0,1,Vishudh,Adults-Women,Women,Blue,Fall,Ethnic,Kurtas,False,True,True
16201,1199.0,1199.0,1,Puma,Adults-Men,Men,Black,Fall,Casual,Tshirts,True,True,True
6784,3290.0,3290.0,0,Timberland,Adults-Men,Men,Blue,Summer,Casual,Shirts,True,True,True
31423,1099.0,1099.0,0,W,Adults-Women,Women,Cream,Summer,Ethnic,Kurtas,False,True,True
26494,899.0,899.0,0,Puma,Adults-Men,Men,Green,Summer,Casual,Tshirts,True,True,True
27546,1599.0,1599.0,1,SCULLERS,Adults-Men,Men,Black,Summer,Casual,Shirts,True,True,True
2324,799.0,799.0,1,Reebok,Adults-Men,Men,Black,Fall,Casual,Tshirts,True,True,True
46743,1895.0,1895.0,1,Nike,Adults-Men,Men,Black,Summer,Sports,Track Pants,True,True,True
19847,1999.0,1999.0,0,U.S. Polo Assn.,Adults-Men,Men,Maroon,Fall,Casual,Shirts,True,True,True
22206,2490.0,2490.0,1,Timberland,Adults-Men,Men,Pink,Summer,Casual,Shirts,True,True,True
16033,1039.0,519.0,1,HIGHLANDER,Adults-Men,Men,Red,Fall,Casual,Shirts,True,True,True
50626,175.0,175.0,0,Chromozome,Adults-Men,Men,Grey,Winter,Casual,Briefs,False,True,True
34363,399.0,399.0,1,Myntra,Adults-Men,Men,Blue,Summer,Casual,Tshirts,True,True,True
31611,1249.0,1249.0,1,Indigo Nation,Adults-Men,Men,Blue,Summer,Formal,Shirts,True,True,True
2116,1399.0,1399.0,0,ADIDAS,Adults-Men,Men,Black,Fall,Sports,Track Pants,True,True,True
57403,325.0,325.0,0,Amante,Adults-Women,Women,Taupe,Winter,Casual,Briefs,False,True,True
33146,399.0,199.0,1,Gini and Jony,Kids-Boys,Boys,Blue,Summer,Casual,Shorts,False,True,True
25023,1495.0,1495.0,1,Nike,Adults-Men,Men,Blue,Fall,Sports,Tshirts,True,True,True
14764,1699.0,1699.0,0,Arrow,Adults-Men,Men,White,Fall,Formal,Shirts,True,True,True
59599,9000.0,9000.0,0,FNF,Adults-Women,Women,Red,Fall,Ethnic,Sarees,True,True,True
7000,749.0,749.0,1,Classic Polo,Adults-Men,Men,White,Summer,Casual,Tshirts,True,True,True
16457,1039.0,415.0,1,LOCOMOTIVE,Adults-Men,Men,Red,Fall,Casual,Shirts,True,True,True
51390,399.0,399.0,1,Myntra,Adults-Men,Men,Navy Blue,Summer,Casual,Boxers,False,True,True
2572,499.0,499.0,1,Domyos,Adults-Women,Women,Navy Blue,Summer,Casual,Track Pants,True,True,True
43655,1695.0,1695.0,1,ONLY,Adults-Women,Women,Multi,Summer,Casual,Jumpsuit,True,True,True
31275,599.0,599.0,1,Puma,Adults-Men,Men,Black,Summer,Casual,Tshirts,True,True,True
11672,1699.0,1699.0,1,Lee,Adults-Men,Men,Yellow,Fall,Casual,Shirts,True,True,True
24595,499.0,499.0,1,Little Miss,Adults-Women,Women,Grey,Fall,Casual,Tshirts,True,True,True
57067,2400.0,2400.0,0,Elle,Adults-Women,Women,Green,Summer,Casual,Jackets,True,True,True
52515,145.0,145.0,0,Red Rose,Adults-Women,Women,Skin,Winter,Casual,Camisoles,False,True,True
5757,999.0,999.0,1,Jealous 21,Adults-Women,Women,Blue,Summer,Casual,Tops,False,True,True
20135,1295.0,1295.0,0,Wrangler,Adults-Women,Women,Blue,Fall,Casual,Shirts,True,True,True
14300,749.0,749.0,1,Classic Polo,Adults-Men,Men,Blue,Fall,Casual,Tshirts,True,True,True
11440,1099.0,1099.0,0,United Colors of Benetton,Adults-Women,Women,White,Fall,Casual,Tops,False,True,True
41330,299.0,299.0,1,AURELIA,Adults-Women,Women,Magenta,Fall,Ethnic,Dupatta,False,True,True
36262,999.0,999.0,1,SDL by Sweet Dreams,Adults-Men,Men,White,Summer,Casual,Night suits,False,True,True
20307,1499.0,1499.0,1,Jealous 21,Adults-Women,Women,White,Fall,Casual,Sweaters,True,True,True
14132,1195.0,1195.0,1,Nike,Adults-Men,Men,Black,Fall,Sports,Tshirts,True,True,True
44642,1099.0,1099.0,0,Arrow Woman,Adults-Women,Women,Red,Summer,Casual,Tops,False,True,True
5565,549.0,549.0,0,Mr. Men,Adults-Men,Men,Maroon,Summer,Casual,Tshirts,True,True,True
49961,700.0,700.0,0,Hanes,Adults-Men,Men,Black,Summer,Casual,Tshirts,True,True,True
13317,799.0,359.0,1,Gini and Jony,Kids-Boys,Men,Grey,Fall,Casual,Sweatshirts,True,True,True
2740,499.0,499.0,1,Disney,Kids-Girls,Girls,Blue,Summer,Casual,Tops,False,True,True
43467,1299.0,1299.0,0,SDL by Sweet Dreams,Adults-Women,Women,Blue,Summer,Casual,Night suits,False,True,True
31047,1999.0,1999.0,0,Arrow Sport,Adults-Men,Men,Blue,Winter,Casual,Shirts,True,True,True
28536,1495.0,1495.0,1,Nike,Adults-Men,Men,Red,Summer,Sports,Tshirts,True,True,True
35887,299.0,299.0,0,Jungle Book,Kids-Boys,Boys,Yellow,Summer,Casual,Tshirts,True,True,True
34955,1130.0,1130.0,0,Fabindia,Adults-Women,Women,Beige,Summer,Ethnic,Sarees,True,True,True
5139,795.0,795.0,1,Wrangler,Adults-Women,Women,Blue,Summer,Casual,Tshirts,True,True,True
38596,895.0,895.0,1,Nike,Adults-Men,Men,Black,Summer,Casual,Tshirts,True,True,True
44810,799.0,799.0,1,SPYKAR,Adults-Women,Women,Purple,Summer,Casual,Tops,False,True,True
52975,3370.0,3370.0,0,FNF,Adults-Women,Women,Multi,Fall,Ethnic,Sarees,True,True,True
39444,1199.0,1199.0,0,U.S. Polo Assn. Denim Co.,Adults-Men,Men,Teal,Summer,Casual,Tshirts,True,True,True
33942,2599.0,2599.0,1,ADIDAS,Adults-Men,Men,Black,Summer,Casual,Tshirts,True,True,True
25827,699.0,699.0,1,DIVA,Adults-Women,Women,Silver,Summer,Ethnic,Kurtas,False,True,True
52149,590.0,590.0,1,Femella,Adults-Women,Women,Yellow,Summer,Casual,Tshirts,True,True,True
28704,899.0,899.0,1,W,Adults-Women,Women,Lavender,Summer,Ethnic,Kurtas,False,True,True
8414,449.0,449.0,1,Doodle,Kids-Girls,Girls,White,Fall,Casual,Tshirts,True,True,True
37986,699.0,699.0,0,Classic Polo,Adults-Men,Men,Blue,Summer,Casual,Tshirts,True,True,True
19427,1895.0,1895.0,1,Quiksilver,Adults-Men,Men,Beige,Summer,Casual,Shirts,True,True,True
28152,299.0,299.0,1,Jockey,Adults-Men,Men,Grey Melange,Fall,Casual,Innerwear Vests,False,True,True
27926,1899.0,1899.0,1,SCULLERS FOR HER,Adults-Women,Women,Blue,Summer,Casual,Jeans,True,True,True
49959,615.0,615.0,0,Hanes,Adults-Men,Men,Red,Summer,Casual,Shorts,False,True,True
22468,3790.0,3790.0,0,Timberland,Adults-Men,Men,White,Summer,Casual,Shirts,True,True,True
2778,399.0,399.0,1,Ediots,Adults-Men,Men,Green,Summer,Casual,Tshirts,True,True,True
50874,1099.0,1099.0,0,Prafful,Adults-Women,Women,Purple,Fall,Ethnic,Sarees,True,True,True
19615,799.0,799.0,1,United Colors of Benetton,Adults-Women,Women,Olive,Summer,Casual,Tops,False,True,True
11478,1899.0,1899.0,1,United Colors of Benetton,Adults-Men,Men,Blue,Fall,Casual,Tshirts,True,True,True
14936,1699.0,1699.0,0,Status Quo,Adults-Men,Men,Khaki,Fall,Casual,Shorts,False,True,True
58225,1199.0,1199.0,0,United Colors of Benetton,Adults-Men,Men,White,Summer,Casual,Tshirts,True,True,True
59131,2495.0,1946.0,0,Just Natural,Adults-Men,Men,Brown,Summer,Casual,Jackets,True,True,True
17549,519.0,519.0,1,Mark Taylor,Adults-Men,Men,Grey,Fall,Formal,Shirts,True,True,True
29246,1999.0,1999.0,1,ADIDAS,Adults-Men,Men,Blue,Summer,Sports,Tshirts,True,True,True
12807,3995.0,3995.0,1,Nike,Adults-Women,Women,Pink,Fall,Sports,Jackets,True,True,True
18501,1199.0,1199.0,1,Puma,Adults-Men,Men,Blue,Fall,Sports,Tshirts,True,True,True
9156,299.0,299.0,0,Jealous 21,Adults-Women,Women,Purple,Fall,Casual,Tops,False,True,True
43699,1400.0,1400.0,1,Remanika,Adults-Women,Women,Blue,Summer,Casual,Tops,False,True,True
26800,2599.0,2599.0,0,Arrow,Adults-Men,Men,Grey,Summer,Formal,Shirts,True,True,True
50880,1299.0,1299.0,0,Prafful,Adults-Women,Women,Black,Summer,Ethnic,Sarees,True,True,True
18733,1499.0,1499.0,0,Arrow Woman,Adults-Women,Women,Black,Fall,Casual,Tops,False,True,True
12209,899.0,899.0,0,Basics,Adults-Men,Men,White,Fall,Casual,Tshirts,True,True,True
29848,1699.0,1699.0,1,Basics,Adults-Men,Men,Black,Summer,Casual,Trousers,True,True,True
15810,127.0,127.0,0,Facit,Adults-Men,Men,Black,Summer,Casual,Briefs,False,True,True
38334,399.0,399.0,0,Mr. Men Little Miss,Kids-Girls,Girls,White,Summer,Casual,Tops,False,True,True
59303,1999.0,1999.0,0,U.S. Polo Assn. Denim Co.,Adults-Men,Men,Blue,Fall,Casual,Shirts,True,True,True
21219,749.0,749.0,1,Basics,Adults-Men,Men,Black,Summer,Casual,Tshirts,True,True,True
35873,499.0,499.0,0,Marvel,Kids-Boys,Boys,White,Summer,Casual,Tshirts,True,True,True
48427,1499.0,1499.0,1,French Connection,Adults-Men,Men,White,Summer,Casual,Tshirts,True,True,True
41798,1200.0,1200.0,0,Remanika,Adults-Women,Women,Pink,Summer,Casual,Dresses,True,True,True
37718,1199.0,1199.0,1,John Players,Adults-Men,Men,Navy Blue,Summer,Casual,Tshirts,True,True,True
38562,1295.0,1295.0,1,Nike,Adults-Men,Men,Black,Summer,Sports,Shorts,False,True,True
52981,4130.0,4130.0,0,FNF,Adults-Women,Women,Green,Fall,Ethnic,Sarees,True,True,True
18959,1599.0,1599.0,0,United Colors of Benetton,Adults-Women,Women,Blue,Fall,Casual,Sweaters,True,True,True
23318,1299.0,1299.0,1,W,Adults-Women,Women,Purple,Fall,Ethnic,Kurtas,False,True,True
17911,3395.0,3395.0,0,Nike,Adults-Women,Women,Black,Fall,Casual,Jackets,True,True,True
9532,3695.0,3695.0,1,Nike,Adults-Men,Men,Orange,Fall,Sports,Jackets,True,True,True
11447,1599.0,1599.0,0,United Colors of Benetton,Adults-Women,Women,White,Fall,Casual,Sweaters,True,True,True
33717,1495.0,1495.0,1,Pieces,Adults-Women,Women,Turquoise Blue,Summer,Casual,Leggings,False,True,True
36265,999.0,999.0,0,SDL by Sweet Dreams,Adults-Women,Women,Blue,Summer,Casual,Night suits,False,True,True
44645,1199.0,599.0,1,Arrow Woman,Adults-Women,Women,Beige,Summer,Casual,Tops,False,True,True
20300,899.0,899.0,1,Jealous 21,Adults-Women,Women,Maroon,Fall,Casual,Sweaters,True,True,True
27919,1899.0,1899.0,1,SCULLERS FOR HER,Adults-Women,Women,Brown,Summer,Formal,Trousers,True,True,True
49966,145.0,145.0,0,Hanes,Adults-Men,Men,White,Summer,Casual,Briefs,False,True,True
22457,399.0,399.0,1,Myntra,Adults-Women,Women,Cream,Fall,Casual,Leggings,False,True,True
48088,3999.0,3999.0,0,French Connection,Adults-Women,Women,Black,Summer,Casual,Tops,False,True,True
28951,799.0,799.0,1,Biba,Adults-Women,Women,Pink,Summer,Ethnic,Kurtis,False,True,True
43460,799.0,799.0,0,SDL by Sweet Dreams,Adults-Women,Women,Grey Melange,Summer,Casual,Night suits,False,True,True
2747,625.0,625.0,0,Classic Polo,Adults-Men,Men,White,Summer,Casual,Tshirts,True,True,True
13310,499.0,249.0,1,Gini and Jony,Kids-Girls,Women,White,Fall,Casual,Dresses,True,True,True
51999,1700.0,1700.0,1,Inaya,Adults-Women,Women,Blue,Summer,Casual,Nightdress,False,True,True
31040,2399.0,2399.0,0,Arrow Sport,Adults-Men,Men,Navy Blue,Summer,Casual,Shirts,True,True,True
16450,1039.0,415.0,1,LOCOMOTIVE,Adults-Men,Men,Brown,Fall,Casual,Shirts,True,True,True
51397,799.0,799.0,1,Myntra,Adults-Men,Men,White,Summer,Casual,Shorts,False,True,True
7007,1299.0,1299.0,1,s.Oliver,Adults-Men,Men,Grey,Summer,Casual,Tshirts,True,True,True
43652,2195.0,2195.0,0,ONLY,Adults-Women,Women,Pink,Summer,Casual,Dresses,True,True,True
31272,599.0,599.0,1,Puma,Adults-Men,Men,White,Summer,Casual,Tshirts,True,True,True
11675,1999.0,1999.0,1,Lee,Adults-Men,Men,Red,Fall,Casual,Shirts,True,True,True
57060,3000.0,3000.0,1,Elle,Adults-Women,Women,Teal,Summer,Casual,Dresses,True,True,True
24592,499.0,499.0,1,Little Miss,Adults-Women,Women,Blue,Fall,Casual,Tshirts,True,True,True
52512,859.0,859.0,0,Red Rose,Adults-Women,Women,Red,Winter,NA,Bath Robe,False,True,True
14307,2299.0,2299.0,1,ADIDAS,Adults-Men,Men,White,Fall,Casual,Sweatshirts,True,True,True
20132,1295.0,1295.0,1,Wrangler,Adults-Women,Women,Green,Fall,Casual,Tops,False,True,True
37185,899.0,899.0,0,United Colors of Benetton,Adults-Women,Women,Lime Green,Summer,Casual,Tops,False,True,True
5750,899.0,899.0,1,Jealous 21,Adults-Women,Women,Red,Summer,Casual,Tops,False,True,True
16034,1039.0,519.0,1,HIGHLANDER,Adults-Men,Men,White,Fall,Casual,Shirts,True,True,True
19840,1899.0,1899.0,1,U.S. Polo Assn.,Adults-Men,Men,Brown,Fall,Casual,Shirts,True,True,True
7463,525.0,420.0,1,Proline,Adults-Men,Men,Burgundy,Summer,Casual,Tshirts,True,True,True
46744,1795.0,1795.0,1,Nike,Adults-Women,Women,Black,Summer,Sports,Capris,False,True,True
34364,399.0,399.0,1,Myntra,Adults-Men,Men,Blue,Summer,Casual,Tshirts,True,True,True
18992,1599.0,1599.0,1,ADIDAS Originals,Adults-Men,Men,Grey,Summer,Casual,Tshirts,True,True,True
50621,155.0,155.0,0,Chromozome,Adults-Men,Men,White,Summer,Casual,Briefs,False,True,True
16808,1039.0,415.0,0,LOCOMOTIVE,Adults-Men,Men,Brown,Fall,Casual,Shirts,True,True,True
12494,2199.0,2199.0,1,United Colors of Benetton,Adults-Women,Women,Grey,Fall,Casual,Tops,False,True,True
2111,1349.0,1349.0,1,ADIDAS,Adults-Women,Women,Black,Fall,Sports,Track Pants,True,True,True
33141,149.0,74.0,0,Palm Tree,Kids-Boys,Boys,Green,Summer,Casual,Tshirts,True,True,True
57404,295.0,295.0,1,Amante,Adults-Women,Women,Blue,Winter,Casual,Briefs,False,True,True
25024,1795.0,1795.0,1,Nike,Adults-Men,Men,Navy Blue,Fall,Sports,Shorts,False,True,True
14763,1599.0,1599.0,0,Arrow,Adults-Men,Men,White,Fall,Formal,Shirts,True,True,True
25818,599.0,599.0,1,DIVA,Adults-Women,Women,Pink,Summer,Ethnic,Kurtas,False,True,True
41753,399.0,399.0,0,Doodle,Kids-Boys,Boys,Red,Summer,Casual,Tshirts,True,True,True
11023,845.0,845.0,1,Wrangler,Adults-Women,Women,Black,Fall,Casual,Tshirts,True,True,True
44221,995.0,995.0,1,Nike,Adults-Men,Men,White,Summer,Casual,Tshirts,True,True,True
53296,1299.0,519.0,1,LOCOMOTIVE,Adults-Men,Men,Blue,Summer,Casual,Jeans,True,True,True
14551,599.0,599.0,0,Vishudh,Adults-Women,Women,Black,Fall,Ethnic,Kurtas,False,True,True
15483,1699.0,1699.0,1,Puma,Adults-Women,Women,Black,Fall,Casual,Tshirts,True,True,True
52344,717.0,717.0,0,Red Rose,Adults-Women,Women,Pink,Winter,Casual,Nightdress,False,True,True
16206,899.0,899.0,1,Puma,Adults-Men,Men,Green,Fall,Casual,Tshirts,True,True,True
22033,699.0,699.0,1,Vishudh,Adults-Women,Women,Olive,Fall,Ethnic,Kurtas,False,True,True
28509,1895.0,1895.0,1,Nike,Adults-Men,Men,Purple,Summer,Sports,Tshirts,True,True,True
34156,449.0,224.0,1,Gini and Jony,Kids-Girls,Girls,Peach,Summer,Casual,Tops,False,True,True
6783,10990.0,10990.0,0,Timberland,Adults-Men,Men,Blue,Summer,Casual,Jackets,True,True,True
26493,899.0,899.0,1,Puma,Adults-Men,Men,White,Summer,Casual,Tshirts,True,True,True
2323,1499.0,1499.0,0,Reebok,Adults-Men,Men,White,Fall,Casual,Tshirts,True,True,True
13774,695.0,695.0,1,Belmonte,Adults-Men,Men,Black,Fall,Casual,Tshirts,True,True,True
7497,995.0,995.0,1,Nike,Adults-Women,Women,Purple,Summer,Sports,Shorts,False,True,True
47662,790.0,790.0,1,Femella,Adults-Women,Women,Multi,Summer,Casual,Shirts,True,True,True
18966,2299.0,2299.0,0,United Colors of Benetton,Adults-Men,Men,Green,Summer,Casual,Sweaters,True,True,True
34390,399.0,399.0,1,Myntra,Adults-Men,Men,Red,Summer,Casual,Tshirts,True,True,True
23327,1099.0,1099.0,1,W,Adults-Women,Women,Brown,Fall,Ethnic,Kurtas,False,True,True
19088,1499.0,1499.0,0,W,Adults-Women,Women,Off White,Fall,Ethnic,Kurtas,False,True,True
12460,1399.0,1399.0,1,Genesis,Adults-Men,Men,Purple,Fall,Formal,Shirts,True,True,True
30730,630.0,630.0,1,Fabindia,Kids-Girls,Girls,Purple,Summer,Ethnic,Salwar,False,True,True
1760,599.0,599.0,0,Lotto,Adults-Men,Men,White,Fall,Sports,Tshirts,True,True,True
41595,1399.0,1399.0,1,Basics,Adults-Men,Men,Brown,Summer,Casual,Shirts,True,True,True
53050,2666.0,2666.0,0,FNF,Adults-Women,Women,Blue,Fall,Ethnic,Sarees,True,True,True
37515,299.0,299.0,0,Madagascar 3,Kids-Boys,Boys,Blue,Summer,Casual,Leggings,False,True,True
4212,499.0,499.0,1,Disney,Kids-Girls,Girls,Yellow,Summer,Casual,Tshirts,True,True,True
15645,1295.0,1295.0,1,Nike,Adults-Men,Men,Black,Winter,Sports,Shorts,False,True,True
40675,999.0,999.0,1,Lee,Adults-Women,Women,Navy Blue,Summer,Casual,Tshirts,True,True,True
32255,730.0,730.0,1,Fabindia,Adults-Women,Women,Blue,Summer,Ethnic,Kurtis,False,True,True
37727,899.0,899.0,0,John Players,Adults-Men,Men,Yellow,Summer,Casual,Shirts,True,True,True
20790,1799.0,1799.0,0,Basics,Adults-Men,Men,Blue,Fall,Casual,Jackets,True,True,True
21642,329.0,329.0,0,Enamor,Adults-Women,Women,White,Summer,Casual,Bra,False,True,True
15477,1499.0,1499.0,1,Puma,Adults-Men,Men,Black,Fall,Casual,Tshirts,True,True,True
6777,3290.0,3290.0,0,Timberland,Adults-Men,Men,Brown,Summer,Casual,Shirts,True,True,True
12652,399.0,399.0,1,Probase,Adults-Men,Men,Blue,Fall,Casual,Tshirts,True,True,True
26467,1199.0,1199.0,1,Puma,Adults-Men,Men,Navy Blue,Summer,Casual,Tshirts,True,True,True
3205,449.0,449.0,1,Tantra,Adults-Men,Men,Grey,Summer,Casual,Tshirts,True,True,True
42122,1099.0,1099.0,0,ADIDAS,Adults-Men,Men,Navy Blue,Summer,Casual,Shorts,False,True,True
48418,1499.0,1499.0,1,French Connection,Adults-Men,Men,Charcoal,Summer,Casual,Tshirts,True,True,True
18368,799.0,799.0,1,Undercolors of Benetton,Adults-Men,Men,White,Summer,Casual,Innerwear Vests,False,True,True
13780,1395.0,1395.0,0,Belmonte,Adults-Men,Men,Cream,Fall,Formal,Trousers,True,True,True
32631,1295.0,1295.0,1,Nike,Adults-Women,Women,Orange,Summer,Sports,Tshirts,True,True,True
24754,2249.0,2249.0,0,SPYKAR,Adults-Women,Women,Blue,Summer,Casual,Jeans,True,True,True
21226,849.0,849.0,1,Basics,Adults-Men,Men,Brown,Summer,Casual,Tshirts,True,True,True
15013,4799.0,4799.0,1,ADIDAS,Adults-Men,Men,Black,Fall,Sports,Jackets,True,True,True
37343,999.0,999.0,0,U.S. Polo Assn. Kids,Kids-Boys,Boys,Black,Summer,Casual,Tshirts,True,True,True
47034,349.0,349.0,0,Shree,Adults-Women,Women,Black,Fall,Ethnic,Kurtas,False,True,True
43494,1699.0,1699.0,1,French Connection,Adults-Men,Men,Blue,Summer,Casual,Tshirts,True,True,True
12236,1499.0,1499.0,1,Genesis,Adults-Men,Men,Navy Blue,Fall,Formal,Shirts,True,True,True
42546,999.0,999.0,0,Mother Earth,Adults-Women,Women,Red,Summer,Ethnic,Kurtas,False,True,True
17576,519.0,519.0,1,Mark Taylor,Adults-Men,Men,Brown,Fall,Formal,Shirts,True,True,True
9955,1995.0,1995.0,1,Nike,Adults-Men,Men,Blue,Fall,Sports,Tshirts,True,True,True
51363,2199.0,2199.0,0,SPYKAR,Adults-Women,Women,Blue,Summer,Casual,Jeans,True,True,True
8887,1099.0,1099.0,1,John Miller,Adults-Men,Men,Pink,Fall,Formal,Shirts,True,True,True
29279,1795.0,1795.0,1,Wrangler,Adults-Men,Men,Blue,Summer,Casual,Shirts,True,True,True
12838,425.0,425.0,1,Ant,Kids-Unisex,Unisex,White,Fall,Casual,Tshirts,True,True,True
54611,159.0,159.0,0,Jockey,Adults-Men,Men,Red,Summer,Casual,Briefs,False,True,True
30354,399.0,399.0,0,Myntra,Adults-Men,Men,Teal,Summer,Casual,Tshirts,True,True,True
9169,1234.0,493.0,1,LOCOMOTIVE,Adults-Men,Men,Blue,Fall,Casual,Jeans,True,True,True
31286,1799.0,1799.0,1,Puma,Adults-Men,Men,White,Summer,Casual,Tshirts,True,True,True
12004,519.0,519.0,1,Mark Taylor,Adults-Men,Men,White,Fall,Formal,Shirts,True,True,True
26231,699.0,559.0,1,Proline,Adults-Men,Men,Yellow,Summer,Casual,Tshirts,True,True,True
11681,1799.0,1799.0,1,Lee,Adults-Men,Men,Red,Fall,Casual,Shirts,True,True,True
59932,799.0,799.0,0,DIVA,Adults-Women,Women,White,Summer,Ethnic,Kurtas,False,True,True
32403,1499.0,1499.0,0,Arrow Woman,Adults-Women,Women,Green,Summer,Casual,Tops,False,True,True
40023,999.0,999.0,0,ADIDAS,Adults-Men,Men,Black,Summer,Casual,Tshirts,True,True,True
57094,1500.0,1500.0,0,Elle,Adults-Women,Women,Blue,Summer,Casual,Shorts,False,True,True
24566,649.0,649.0,0,Lee,Adults-Women,Women,Grey,Summer,Casual,Tshirts,True,True,True
38905,949.0,949.0,0,Allen Solly Kids,Kids-Girls,Girls,Pink,Summer,Casual,Shorts,False,True,True
53434,1799.0,1799.0,1,ADIDAS,Adults-Men,Men,Blue,Summer,Sports,Tshirts,True,True,True
16459,1039.0,415.0,1,LOCOMOTIVE,Adults-Men,Men,Red,Fall,Casual,Shirts,True,True,True
7832,499.0,399.0,0,Proline,Adults-Men,Men,Yellow,Fall,Casual,Tshirts,True,True,True
57069,2000.0,2000.0,0,Elle,Adults-Women,Women,Charcoal,Summer,Casual,Jackets,True,True,True
36862,899.0,899.0,0,SPYKAR,Adults-Men,Men,Navy Blue,Summer,Casual,Tshirts,True,True,True
5759,799.0,799.0,1,Jealous 21,Adults-Women,Women,Black,Summer,Casual,Tops,False,True,True
39224,650.0,650.0,0,Femella,Adults-Women,Women,Pink,Summer,Casual,Shirts,True,True,True
20309,999.0,999.0,0,Jealous 21,Adults-Women,Women,Grey,Fall,Casual,Sweaters,True,True,True
58213,399.0,399.0,0,Shree,Adults-Women,Women,Red,Fall,Ethnic,Patiala,False,True,True
31875,1390.0,1390.0,1,Fabindia,Adults-Women,Women,Orange,Summer,Ethnic,Dupatta,False,True,True
27910,1299.0,1299.0,1,SCULLERS FOR HER,Adults-Women,Women,Black,Summer,Casual,Trousers,True,True,True
19623,1099.0,1099.0,1,United Colors of Benetton,Adults-Women,Women,Yellow,Summer,Casual,Tops,False,True,True
8274,649.0,649.0,1,Mr. Men Little Miss,Adults-Men,Men,White,Fall,Casual,Tshirts,True,True,True
31049,1999.0,1999.0,0,Arrow Sport,Adults-Men,Men,Beige,Summer,Casual,Shirts,True,True,True
50842,390.0,390.0,1,Fabindia,Adults-Women,Women,Lavender,Summer,Ethnic,Dupatta,False,True,True
43469,1099.0,1099.0,0,SDL by Sweet Dreams,Adults-Women,Women,Brown,Summer,Casual,Night suits,False,True,True
48081,1599.0,1599.0,1,French Connection,Adults-Men,Men,Red,Summer,Casual,Tshirts,True,True,True
28958,799.0,799.0,1,Biba,Adults-Women,Women,White,Summer,Ethnic,Kurtas,False,True,True
13319,699.0,349.0,1,Gini and Jony,Kids-Boys,Men,Green,Fall,Casual,Shirts,True,True,True
38792,549.0,549.0,1,CHE GUEVARA,Adults-Men,Men,Green,Summer,Casual,Tshirts,True,True,True
58677,699.0,699.0,0,Alayna,Adults-Women,Women,Navy Blue,Summer,Ethnic,Kurtas,False,True,True
28500,899.0,899.0,1,Urban Yoga,Adults-Men,Men,Grey,Summer,Sports,Track Pants,True,True,True
7658,999.0,999.0,1,Puma,Adults-Men,Men,Purple,Fall,Sports,Tshirts,True,True,True
18395,399.0,399.0,0,Undercolors of Benetton,Adults-Men,Men,White,Summer,Casual,Briefs,False,True,True
34963,6390.0,6390.0,1,Fabindia,Adults-Women,Women,Green,Summer,Ethnic,Sarees,True,True,True
27548,1499.0,1499.0,1,SCULLERS,Adults-Men,Men,White,Summer,Casual,Shirts,True,True,True
8610,1499.0,1499.0,1,SCULLERS,Adults-Men,Men,Black,Fall,Casual,Tshirts,True,True,True
50628,149.0,149.0,0,Chromozome,Adults-Men,Men,White,Summer,Casual,Briefs,False,True,True
28732,799.0,799.0,1,W,Adults-Women,Women,Green,Summer,Ethnic,Kurtas,False,True,True
22208,2490.0,2490.0,1,Timberland,Adults-Men,Men,Pink,Fall,Casual,Shirts,True,True,True
19849,1999.0,1999.0,1,U.S. Polo Assn.,Adults-Men,Men,Blue,Fall,Casual,Shirts,True,True,True
2118,1599.0,1599.0,0,ADIDAS,Adults-Men,Men,Black,Fall,Sports,Track Pants,True,True,True
16801,909.0,454.0,1,HIGHLANDER,Adults-Men,Men,Olive,Fall,Casual,Trousers,True,True,True
19075,1299.0,1299.0,1,W,Adults-Women,Women,Pink,Fall,Ethnic,Kurtas,False,True,True
39472,799.0,799.0,0,DIVA,Adults-Women,Women,Cream,Summer,Ethnic,Kurtis,False,True,True
52943,1598.0,1598.0,1,FNF,Adults-Women,Women,Yellow,Summer,Ethnic,Sarees,True,True,True
33148,249.0,124.0,1,Gini and Jony,Kids-Girls,Girls,Black,Summer,Casual,Leggings,False,True,True
59597,9000.0,9000.0,0,FNF,Adults-Women,Women,Green,Fall,Ethnic,Sarees,True,True,True
33974,790.0,790.0,0,Femella,Adults-Women,Women,Black,Summer,Casual,Shirts,True,True,True
4815,999.0,999.0,1,ADIDAS,Adults-Men,Men,Black,Summer,Sports,Shorts,False,True,True
